"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","Проверка создания записи","test.db","Mon Feb 23 12:37:10 UTC 2026","passed","Mon Feb 23 12:37:10 UTC 2026","","db_test","",""
